User_Id,Race,Flavors,Positive,Negative,Medical
81,,"Coffee, Violet, Flowery, Blue, Cheese, Plum, Orange, Sweet, Grapefruit, Pungent, Grape, Berry, Chemical, Lemon, Butter, Honey, Minty, Mint, Rose, Spicy/Herbal, Chestnut, Lavender, Strawberry, Pepper, Lime, Pine, Vanilla, Tar, Pear, Tea, Nutty, Woody","Euphoric, Sleepy, Energetic, Creative, Aroused, Focused, Hungry","Anxious, Dry Eyes","Fatigue, Lack of Appetite, Muscle Spasms, Headaches, Stress, Depression, Insomnia, Headache, Spasticity"
82,indica,"Lavender, Blue, Grapefruit, Tobacco, Diesel, Peach, Earthy, Spicy/Herbal, Pungent, Menthol, Blueberry, Mint, Tree, Pineapple, Tree Fruit, Flowery, Coffee, Rose","Creative, Giggly, Hungry, Sleepy, Euphoric",Paranoid,"Headache, Depression, Lack of Appetite"
83,"hybrid, sativa","Spicy/Herbal, Lime, Vanilla, Chemical, Lemon, Apricot, Grapefruit, Chestnut, Mint, Ammonia, Flowery, Peach, Coffee, Plum, Butter, Blue Cheese, Citrus, Rose, Tar, Honey, Strawberry, Woody, Pear, Pine, Fruit, Cheese, Apple, Tree",,,"Insomnia, Headaches, Muscle Spasms, Cramps, Fatigue, Eye Pressure"
84,"indica, sativa, hybrid","Mango, Blue Cheese, Skunk, Tobacco, Earthy, Coffee, Apple, Peach, Blueberry, Menthol, Tropical, Pungent, Ammonia, Nutty, Grapefruit, Tar, Pineapple, Diesel, Pepper, Apricot, Grape","Creative, Euphoric, Uplifted, Hungry, Happy, Talkative, Aroused, Sleepy, Energetic","Dry Eyes, Anxious, Dizzy",Muscle Spasms
85,,"Pine, Coffee, Grapefruit, Peach, Chestnut, Pear, Grape, Tropical, Tree Fruit, Tar, Skunk, Menthol, Apricot, Tree, Lemon, Rose, Diesel, Lavender, Vanilla, Honey, Chemical","Tingly, Relaxed, Aroused","Dizzy, Paranoid","Inflammation, Fatigue, Headaches, Headache, Cramps, Seizures, Spasticity, Insomnia, Nausea, Stress"
86,"hybrid, sativa","Menthol, Sage, Tar, Skunk, Grape, Cheese, Pepper, Chestnut, Woody, Blueberry, Lime, Lavender, Blue Cheese, Mint, Pear, Tree, Tree Fruit, Minty, Spicy/Herbal, Violet, Orange, Fruit, Earthy, Pungent, Lemon, Tobacco, Apricot, Vanilla, Sweet","Talkative, Hungry, Energetic, Relaxed, Sleepy, Focused",Paranoid,"Nausea, Inflammation, Insomnia, Spasticity, Fatigue, Cramps, Stress, Muscle Spasms, Headache"
87,,"Strawberry, Sage, Violet, Menthol, Tree Fruit, Sweet, Coffee, Grapefruit, Pineapple, Peach, Tropical, Skunk, Apple, Chemical, Blue, Pine, Mint, Minty, Nutty, Honey, Woody, Lemon, Tar, Diesel, Flowery, Lavender, Spicy/Herbal, Cheese, Tree, Grape, Chestnut, Pear, Vanilla, Tea, Blueberry, Plum","Creative, Euphoric, Aroused, Giggly, Energetic, Sleepy, Uplifted, Talkative",,"Depression, Lack of Appetite, Cramps, Headache, Inflammation, Seizures"
88,"hybrid, sativa","Coffee, Earthy, Sweet, Peach, Cheese, Pepper, Mint, Rose, Chestnut, Minty, Plum, Apricot, Skunk, Pine, Tropical, Menthol, Lime, Ammonia, Pineapple, Blue, Woody, Tar, Pear, Lemon, Flowery","Energetic, Creative, Focused, Euphoric, Happy, Relaxed",Anxious,"Fatigue, Depression, Inflammation, Lack of Appetite, Stress, Eye Pressure, Cramps, Spasticity"
89,"indica, sativa","Pepper, Tobacco, Tree, Berry, Menthol, Pungent, Tar, Peach, Pine, Rose, Chemical, Woody, Sage, Blue Cheese, Fruit, Lemon, Violet","Euphoric, Sleepy, Happy, Focused, Tingly, Relaxed, Talkative, Uplifted, Aroused","Dry Mouth, Anxious, Dry Eyes",
90,sativa,"Diesel, Sage, Berry, Woody, Mint, Menthol, Violet, Sweet, Cheese, Rose, Ammonia, Chestnut, Lime, Blue, Tar, Lavender, Grapefruit, Lemon","Tingly, Talkative, Hungry, Euphoric, Giggly","Paranoid, Anxious","Muscle Spasms, Headaches, Stress, Pain, Eye Pressure, Fatigue, Nausea, Spasticity, Lack of Appetite, Seizures"
91,indica,"Sage, Tea, Tobacco, Rose, Berry, Pine, Diesel, Violet, Skunk, Peach, Butter, Tree, Blue Cheese, Lime, Pineapple, Chestnut, Orange, Grapefruit, Strawberry, Chemical, Pungent, Blue, Earthy",Happy,"Dry Mouth, Dry Eyes, Dizzy","Seizures, Spasticity, Cramps, Fatigue"
92,,"Nutty, Rose, Diesel, Tar, Strawberry, Chemical, Violet, Mint, Lime, Tea","Tingly, Sleepy, Talkative, Relaxed, Aroused, Happy, Creative","Dizzy, Dry Mouth, Paranoid","Seizures, Inflammation, Headache, Pain, Depression, Eye Pressure, Fatigue, Headaches"
93,sativa,"Cheese, Orange, Tree Fruit, Flowery, Tree, Fruit, Apricot, Lime, Nutty, Sweet, Butter, Honey, Blue, Woody, Grape, Strawberry, Violet, Apple, Mint, Tropical, Lavender, Coffee, Mango, Lemon, Earthy, Ammonia, Tea, Pungent, Plum, Berry, Rose","Relaxed, Creative, Tingly, Talkative, Focused, Euphoric",Dizzy,"Fatigue, Seizures, Inflammation, Nausea, Headaches"
94,,"Pear, Tobacco, Tea, Woody, Honey, Blue, Peach, Pungent, Pine, Pepper, Orange, Rose, Tree",Relaxed,"Paranoid, Dry Eyes, Dizzy","Muscle Spasms, Fatigue, Insomnia, Spasticity, Inflammation, Nausea, Lack of Appetite, Cramps"
95,hybrid,"Pungent, Earthy, Cheese, Spicy/Herbal, Diesel, Sage, Mint, Tar, Nutty, Lemon, Pepper, Violet, Tropical, Tree Fruit, Pear, Butter, Orange, Chemical, Berry, Blueberry, Apricot, Flowery, Coffee, Plum, Skunk, Lavender, Pineapple, Lime, Minty, Vanilla, Tree","Focused, Aroused, Euphoric","Paranoid, Dry Mouth, Dry Eyes","Muscle Spasms, Fatigue, Cramps, Seizures, Stress"
96,sativa,"Blueberry, Strawberry, Violet, Chestnut, Ammonia, Diesel, Vanilla, Blue Cheese","Tingly, Aroused, Talkative, Focused, Happy, Sleepy","Dizzy, Dry Mouth, Anxious, Paranoid","Headaches, Insomnia, Stress, Headache, Depression, Nausea, Inflammation, Eye Pressure, Fatigue"
97,,"Spicy/Herbal, Lavender, Nutty, Mango, Tropical, Berry, Citrus, Butter, Pungent, Grapefruit, Pear, Violet, Vanilla, Woody","Hungry, Giggly, Tingly, Focused, Happy","Dry Eyes, Anxious, Dizzy, Paranoid","Cramps, Seizures, Pain, Headache, Depression, Insomnia, Nausea, Inflammation, Spasticity, Eye Pressure"
98,"hybrid, sativa","Pepper, Strawberry, Plum, Nutty, Apricot, Pungent, Blue Cheese, Pear, Sweet, Diesel, Tobacco, Mango, Grape, Violet, Sage, Tree, Tar, Apple, Earthy, Grapefruit, Chemical, Coffee","Giggly, Energetic, Euphoric, Aroused, Uplifted, Happy, Relaxed, Sleepy","Dry Eyes, Anxious","Muscle Spasms, Insomnia"
99,sativa,"Lavender, Sweet, Grapefruit, Orange, Pungent, Honey, Citrus, Tree, Tropical, Chestnut, Mint, Apricot, Blueberry, Flowery, Diesel","Focused, Happy, Creative, Sleepy, Hungry, Euphoric, Uplifted, Relaxed","Paranoid, Anxious, Dry Mouth","Insomnia, Cramps, Nausea, Seizures, Lack of Appetite"
100,"sativa, hybrid","Lavender, Honey, Woody, Fruit, Citrus, Peach, Flowery, Chestnut, Blue, Sage, Diesel, Menthol, Grape, Tea, Minty, Skunk, Nutty, Spicy/Herbal, Butter, Blueberry, Pineapple, Plum, Earthy, Coffee, Tree Fruit, Berry, Cheese, Rose","Happy, Aroused, Tingly, Hungry, Euphoric, Creative",,"Depression, Seizures, Eye Pressure, Inflammation, Cramps, Headaches"
101,indica,"Skunk, Plum, Blue Cheese, Violet, Lemon, Pine, Orange, Pear, Pineapple, Woody, Butter, Apricot, Lime, Mango, Lavender, Strawberry, Pungent, Rose, Chestnut, Sweet, Tar, Earthy, Blue, Apple, Tree, Vanilla, Cheese","Focused, Talkative, Sleepy, Happy","Dry Mouth, Anxious, Paranoid",Spasticity
102,"hybrid, sativa","Orange, Rose, Ammonia, Vanilla, Pineapple, Citrus, Tar, Fruit, Tree, Grape, Menthol, Berry, Peach, Woody, Violet, Coffee, Diesel, Plum, Flowery, Blueberry, Lime, Tree Fruit, Blue Cheese, Tea, Honey, Pepper, Chestnut, Sweet, Lavender, Mint, Apricot, Minty, Lemon","Energetic, Talkative, Aroused, Relaxed, Sleepy, Uplifted, Giggly","Paranoid, Anxious","Insomnia, Headache, Seizures, Headaches, Pain"
103,hybrid,"Spicy/Herbal, Sweet, Grapefruit, Flowery, Butter, Cheese, Nutty, Strawberry, Pineapple, Chemical, Apricot, Lemon, Tree Fruit, Apple, Grape, Tea, Coffee, Pungent, Vanilla, Diesel","Sleepy, Hungry","Dry Eyes, Dizzy, Dry Mouth","Depression, Fatigue"
104,,"Spicy/Herbal, Chemical, Tobacco, Tree, Honey, Plum, Blueberry, Skunk, Tea, Apricot, Pungent, Citrus, Vanilla, Chestnut","Hungry, Sleepy, Euphoric, Relaxed, Creative, Giggly, Tingly, Energetic","Dizzy, Paranoid, Anxious",Headache
105,,"Butter, Skunk, Honey, Mango, Orange, Earthy, Citrus, Chestnut, Spicy/Herbal, Cheese, Grape, Blueberry, Tree, Blue Cheese, Minty, Diesel, Lime, Fruit, Tree Fruit, Tar, Tea","Energetic, Giggly, Creative, Tingly, Hungry, Uplifted, Sleepy",Dry Mouth,"Insomnia, Stress, Eye Pressure, Nausea, Lack of Appetite, Seizures, Inflammation, Fatigue, Headache, Cramps"
106,hybrid,"Spicy/Herbal, Lime, Berry, Tropical, Skunk, Mango, Lemon, Apple, Strawberry, Honey, Sweet, Menthol, Flowery, Plum, Fruit, Woody, Chestnut, Peach, Citrus, Pungent, Coffee, Tea, Lavender, Chemical, Pineapple, Violet, Earthy, Vanilla, Butter",Creative,"Dizzy, Anxious","Depression, Inflammation, Cramps, Muscle Spasms, Lack of Appetite, Headaches, Spasticity, Pain, Stress, Fatigue"
107,,"Earthy, Peach, Mint, Cheese, Tobacco, Skunk, Minty, Sweet, Mango, Blue, Strawberry, Lavender, Rose, Pineapple, Pepper, Flowery, Apple, Violet, Tree, Nutty, Blueberry, Pungent, Citrus, Chemical, Coffee, Apricot, Spicy/Herbal, Grapefruit, Lime, Blue Cheese","Uplifted, Giggly",,"Depression, Inflammation, Spasticity, Headaches, Nausea, Insomnia, Eye Pressure, Seizures"
108,"indica, hybrid","Butter, Ammonia, Honey, Tar, Apricot, Grapefruit, Lavender, Lemon, Pungent, Violet, Fruit, Citrus, Pineapple, Diesel, Blue, Tree, Tree Fruit, Sage, Rose","Giggly, Uplifted, Sleepy, Focused, Tingly, Aroused","Anxious, Dry Mouth, Paranoid","Insomnia, Headache, Nausea, Fatigue, Spasticity, Eye Pressure, Seizures, Muscle Spasms, Inflammation"
109,"indica, sativa","Lemon, Pine, Honey, Grapefruit, Blueberry","Aroused, Focused, Talkative","Paranoid, Dry Eyes","Fatigue, Pain, Spasticity, Eye Pressure, Seizures, Stress, Inflammation, Nausea"
110,hybrid,"Tea, Tropical, Fruit, Lime","Talkative, Tingly, Hungry, Giggly, Happy, Relaxed, Uplifted","Paranoid, Dizzy","Headache, Nausea, Eye Pressure, Headaches, Depression, Lack of Appetite, Seizures, Fatigue"
111,"hybrid, indica","Lemon, Peach, Strawberry, Grapefruit, Pine, Rose, Butter, Blue Cheese, Tar, Cheese, Flowery, Coffee, Woody, Violet, Vanilla, Grape, Tobacco, Minty, Menthol, Pineapple, Tree Fruit, Citrus, Spicy/Herbal, Honey, Earthy, Chemical, Ammonia, Skunk","Hungry, Energetic, Euphoric, Sleepy, Focused, Talkative, Tingly","Dry Mouth, Dizzy, Paranoid","Pain, Seizures, Headaches, Inflammation, Lack of Appetite, Fatigue"
112,"hybrid, indica","Pine, Citrus, Tea, Blue Cheese, Honey, Cheese, Skunk, Mint, Diesel, Blueberry, Menthol, Lavender, Lime, Tree Fruit, Tropical, Plum, Pungent, Apricot, Chestnut, Berry, Peach, Tree, Pear, Apple, Ammonia, Fruit, Woody, Lemon, Flowery, Pineapple, Nutty","Happy, Giggly, Uplifted, Creative, Sleepy, Hungry","Anxious, Dry Eyes, Paranoid",
113,"hybrid, sativa, indica","Blue, Pear, Pineapple","Sleepy, Relaxed, Focused",Paranoid,"Depression, Fatigue, Inflammation, Cramps, Spasticity, Insomnia"
114,"hybrid, sativa","Mint, Blueberry, Butter, Lavender, Berry, Tree, Pear, Mango, Woody, Honey, Rose, Orange, Blue, Vanilla, Diesel, Lime, Tar, Pepper, Flowery, Earthy, Peach, Blue Cheese, Spicy/Herbal, Fruit, Plum, Minty, Sweet",Tingly,"Paranoid, Anxious, Dry Mouth","Depression, Headaches, Cramps"
115,,"Diesel, Rose, Spicy/Herbal, Grapefruit, Plum, Lavender, Coffee, Citrus, Tree Fruit, Tree, Pine, Pepper, Nutty, Tar, Pear, Apple, Grape, Tobacco, Butter, Sage, Violet, Ammonia, Apricot, Woody, Mango, Cheese, Honey, Peach, Chestnut, Lemon","Tingly, Aroused, Giggly, Uplifted, Relaxed","Dry Mouth, Dry Eyes, Paranoid","Seizures, Stress, Headache, Headaches, Pain, Spasticity, Insomnia, Fatigue, Eye Pressure"
116,hybrid,"Earthy, Lime, Rose, Pepper, Lavender, Woody, Mango, Spicy/Herbal, Apricot, Plum, Sweet, Peach, Pineapple, Strawberry, Cheese, Chemical, Tree, Honey, Fruit, Minty, Tree Fruit, Berry, Coffee, Pine, Blue Cheese, Blueberry","Focused, Creative, Energetic, Aroused, Talkative, Relaxed, Giggly, Tingly","Dizzy, Dry Mouth",Eye Pressure
117,"hybrid, sativa","Chestnut, Tobacco, Minty, Flowery, Orange, Pungent, Rose, Coffee, Tar, Grape, Violet, Honey, Tea, Pepper, Berry, Chemical, Blueberry, Nutty, Grapefruit, Vanilla, Strawberry, Ammonia, Lemon, Lime, Diesel, Lavender, Mint, Tree, Plum","Talkative, Tingly, Giggly, Creative, Relaxed, Sleepy, Euphoric","Anxious, Dry Mouth, Dry Eyes","Insomnia, Inflammation, Lack of Appetite, Seizures, Nausea, Headache, Depression, Headaches, Cramps, Eye Pressure"
118,,"Fruit, Woody, Lime, Citrus, Minty, Sage, Coffee","Energetic, Focused, Happy, Sleepy, Talkative, Uplifted, Creative, Euphoric",Dizzy,"Fatigue, Depression"
119,sativa,"Coffee, Sage, Blue Cheese, Spicy/Herbal, Berry, Tar, Lavender","Hungry, Happy, Focused, Talkative, Uplifted","Dizzy, Dry Mouth, Anxious","Headaches, Insomnia, Muscle Spasms, Pain, Lack of Appetite"
120,sativa,"Nutty, Citrus, Rose, Chemical, Lemon, Spicy/Herbal, Cheese, Tropical, Mango, Sweet, Sage, Plum, Lime, Tar, Tobacco, Diesel, Blue Cheese, Violet, Grapefruit, Berry, Tree, Apple, Tea, Ammonia","Euphoric, Creative, Uplifted, Energetic, Tingly, Happy, Focused","Dizzy, Anxious, Paranoid","Cramps, Lack of Appetite"
121,"indica, hybrid","Flowery, Tree Fruit, Tar, Tree, Berry, Earthy, Skunk, Strawberry, Grape, Chemical, Vanilla, Pine, Tropical, Butter, Mango, Mint, Blue, Citrus, Lime, Violet, Pepper, Sweet, Sage","Focused, Sleepy, Energetic, Happy, Hungry, Talkative, Uplifted, Creative","Anxious, Dizzy, Paranoid, Dry Mouth","Pain, Muscle Spasms, Eye Pressure"
122,"sativa, indica","Tobacco, Tree, Mango, Lemon, Berry, Strawberry, Pepper, Violet, Blue Cheese, Lavender, Pungent, Minty, Plum, Chemical, Nutty, Earthy, Grapefruit, Butter, Pine, Pear, Blueberry, Skunk, Lime, Pineapple, Blue, Apricot, Tea, Citrus, Grape, Fruit, Peach, Sweet, Tar, Chestnut","Uplifted, Focused, Creative, Happy, Hungry, Giggly, Energetic, Sleepy, Aroused",,"Seizures, Insomnia, Spasticity, Eye Pressure, Pain"
123,"indica, hybrid","Tropical, Butter, Violet, Mint, Peach, Lavender, Earthy, Apricot, Lime, Blue, Honey, Apple, Blue Cheese, Diesel, Tree, Chestnut, Plum, Grape, Lemon, Flowery, Citrus, Pineapple, Tar, Strawberry, Chemical, Tea, Fruit","Giggly, Focused, Tingly, Sleepy, Energetic, Happy, Relaxed",,"Insomnia, Cramps, Stress, Muscle Spasms, Lack of Appetite, Fatigue, Headache, Eye Pressure, Pain"
124,"indica, hybrid","Ammonia, Pine, Minty, Citrus, Chemical, Spicy/Herbal, Lemon, Lavender, Coffee, Blue Cheese, Pineapple, Menthol, Tar, Apricot, Sage, Berry, Plum, Tree Fruit, Strawberry, Fruit, Cheese, Diesel, Mint, Blue, Pear, Chestnut, Flowery, Grape, Tobacco, Violet, Rose, Butter, Tree, Skunk","Hungry, Relaxed, Giggly, Euphoric","Dry Eyes, Dry Mouth, Paranoid, Anxious","Nausea, Depression, Spasticity, Stress"
125,indica,"Diesel, Butter, Pepper, Lavender, Sweet, Grapefruit, Tree, Apple, Mint, Berry, Chestnut, Blue Cheese, Tea","Relaxed, Giggly, Aroused, Uplifted, Creative, Sleepy","Anxious, Dry Mouth","Pain, Headaches, Seizures, Eye Pressure, Depression, Insomnia"
126,"indica, hybrid","Mint, Menthol, Pine, Tree, Nutty, Apricot, Diesel, Honey, Vanilla, Blueberry, Sage, Woody, Grapefruit, Mango, Strawberry, Pineapple, Citrus, Minty, Apple, Fruit, Earthy, Berry, Grape, Lemon, Plum, Tropical, Coffee, Peach, Tea, Chestnut, Violet","Sleepy, Creative, Talkative, Happy, Energetic, Aroused, Focused","Dizzy, Anxious","Muscle Spasms, Cramps, Seizures, Pain, Insomnia, Nausea, Headaches, Spasticity"
127,,"Tropical, Pear, Rose, Strawberry, Chestnut, Fruit, Violet","Tingly, Euphoric, Uplifted","Dizzy, Paranoid",
128,indica,"Blue, Menthol, Rose, Pepper, Mint, Citrus, Lime, Tree, Violet, Diesel, Tobacco, Lemon, Plum, Tea, Grape, Tar, Skunk, Apple, Vanilla, Sweet, Lavender, Orange, Butter, Honey, Strawberry, Spicy/Herbal, Fruit, Pungent, Woody, Pineapple, Pine","Talkative, Creative, Energetic, Relaxed, Euphoric, Aroused, Sleepy, Giggly, Uplifted","Paranoid, Dry Eyes","Headache, Headaches, Fatigue"
129,,"Lime, Mango, Apricot, Vanilla, Butter, Spicy/Herbal, Tree Fruit, Chemical","Relaxed, Sleepy, Hungry, Giggly","Paranoid, Anxious, Dizzy","Lack of Appetite, Headache, Depression, Fatigue, Headaches, Insomnia, Spasticity, Eye Pressure, Pain, Stress"
130,"sativa, hybrid","Grapefruit, Blueberry, Fruit, Citrus, Diesel, Tropical, Nutty, Pear, Tree, Earthy, Spicy/Herbal, Tobacco, Apple, Berry, Pineapple, Grape, Chemical, Apricot, Chestnut, Tree Fruit, Butter, Ammonia","Euphoric, Relaxed, Hungry, Creative, Tingly, Giggly, Happy",Dry Eyes,"Stress, Pain, Headache, Depression, Inflammation, Eye Pressure, Insomnia, Headaches, Muscle Spasms, Fatigue"
131,hybrid,"Pear, Grapefruit, Lime, Coffee, Chemical, Blue, Tobacco, Woody, Pineapple, Fruit, Violet, Orange, Spicy/Herbal, Tree","Aroused, Euphoric, Hungry","Dry Mouth, Dizzy, Dry Eyes","Inflammation, Pain, Cramps, Eye Pressure, Seizures, Headache, Insomnia, Lack of Appetite"
132,sativa,"Lavender, Lemon, Honey, Blue Cheese, Fruit, Minty, Mango, Orange, Apple, Skunk, Woody, Violet, Lime, Mint, Pepper, Coffee, Grapefruit, Citrus, Pungent, Chestnut, Spicy/Herbal, Earthy",Focused,"Dry Eyes, Dry Mouth, Anxious","Inflammation, Depression, Stress"
133,,"Woody, Butter, Flowery, Tobacco, Grape, Vanilla, Nutty","Focused, Sleepy, Aroused, Hungry, Tingly","Dry Eyes, Dizzy, Dry Mouth, Anxious","Headache, Muscle Spasms, Fatigue, Insomnia, Stress, Eye Pressure, Lack of Appetite, Nausea, Depression, Cramps, Spasticity"
134,,"Sweet, Lime, Strawberry, Apricot, Butter, Ammonia, Pine, Blue Cheese, Fruit, Citrus, Blue, Tea, Pineapple, Minty, Coffee, Pear, Mint, Flowery, Apple, Spicy/Herbal, Pepper, Tree Fruit, Cheese, Nutty, Menthol, Sage, Rose, Orange, Honey, Diesel, Tar","Tingly, Aroused, Giggly, Hungry, Focused","Paranoid, Anxious, Dizzy","Headaches, Headache, Fatigue, Stress, Insomnia, Cramps"
135,,"Pineapple, Butter, Lemon, Sweet, Flowery, Coffee, Violet, Tropical, Plum, Ammonia, Vanilla, Tree, Spicy/Herbal, Nutty, Berry","Euphoric, Hungry, Happy, Creative, Talkative, Aroused, Sleepy, Giggly","Paranoid, Dry Mouth","Insomnia, Eye Pressure, Cramps, Spasticity, Muscle Spasms, Pain, Seizures, Inflammation, Headache"
136,hybrid,"Butter, Blueberry, Orange, Lime, Pear, Strawberry, Minty, Blue, Earthy, Chestnut, Violet, Tar, Tropical, Coffee, Woody, Mango, Pine, Tobacco, Rose, Grapefruit, Cheese, Skunk, Ammonia, Lavender, Nutty, Grape","Uplifted, Sleepy, Creative, Giggly","Dizzy, Dry Mouth","Depression, Fatigue, Stress, Insomnia, Spasticity, Seizures, Pain, Eye Pressure"
137,,"Earthy, Sage, Lime, Skunk, Ammonia",,"Dry Mouth, Dizzy","Fatigue, Eye Pressure, Cramps, Spasticity, Headaches, Depression, Pain, Insomnia"
138,"sativa, hybrid","Ammonia, Flowery, Spicy/Herbal, Blue Cheese, Pine, Grape, Chemical, Chestnut, Lemon, Cheese, Apricot, Coffee, Pear, Menthol, Diesel, Sage, Tar, Citrus, Berry, Orange, Butter, Woody, Strawberry, Tea, Honey, Skunk, Peach","Energetic, Happy","Dry Mouth, Paranoid, Dry Eyes","Inflammation, Stress, Depression, Pain, Spasticity, Seizures, Headaches"
139,,"Pine, Spicy/Herbal, Tobacco, Flowery, Fruit, Vanilla, Violet, Grape, Tar, Sweet, Ammonia, Orange, Peach, Strawberry, Blue Cheese, Apple, Lime, Berry, Tropical, Plum, Pear, Citrus, Diesel, Pepper",Relaxed,"Anxious, Dry Eyes","Headache, Eye Pressure, Insomnia, Lack of Appetite, Seizures, Spasticity, Inflammation, Pain"
140,"indica, hybrid","Diesel, Blue Cheese, Chemical, Ammonia, Tar, Pine, Spicy/Herbal, Tree Fruit, Minty, Chestnut, Cheese, Apple, Grape, Sweet, Butter, Honey, Blue, Woody, Mango, Earthy, Violet, Lime, Nutty, Pineapple, Sage, Pear, Grapefruit, Skunk, Tobacco","Euphoric, Talkative, Relaxed, Creative, Tingly, Energetic, Happy, Uplifted","Paranoid, Dizzy, Anxious","Pain, Headaches, Lack of Appetite, Eye Pressure, Inflammation, Seizures, Stress"
141,hybrid,"Mango, Peach, Butter, Fruit, Earthy, Plum, Grapefruit, Pine, Coffee, Tree Fruit, Rose, Woody, Pineapple, Citrus, Menthol, Mint, Apple, Sage, Pear, Flowery, Pepper, Chestnut, Spicy/Herbal, Lime, Vanilla, Diesel, Blue, Orange, Apricot, Tree, Sweet, Skunk, Chemical","Energetic, Aroused, Relaxed, Euphoric, Hungry, Happy, Creative",Anxious,"Pain, Depression, Cramps, Lack of Appetite, Fatigue, Nausea, Eye Pressure"
142,"indica, sativa","Earthy, Pungent, Berry, Menthol, Tar, Cheese, Tree Fruit, Flowery, Honey, Tropical, Pear, Rose, Pepper, Woody, Grapefruit, Minty, Mint, Nutty, Skunk, Pine, Apple, Tobacco, Tree, Blue Cheese, Lime, Peach, Fruit, Violet","Tingly, Aroused, Creative, Uplifted, Energetic",Dry Mouth,"Headaches, Inflammation, Seizures"
143,sativa,"Grape, Chestnut, Cheese, Blue Cheese, Mint, Apricot, Berry, Plum, Pine, Strawberry, Pear, Diesel, Citrus, Lime, Tobacco, Ammonia, Sage, Orange","Happy, Euphoric, Tingly, Energetic, Uplifted, Creative, Aroused",Dry Mouth,"Nausea, Depression, Headache, Muscle Spasms, Spasticity, Pain, Fatigue, Headaches"
144,"sativa, indica","Lemon, Coffee, Ammonia, Lavender, Grape, Blueberry, Grapefruit, Apricot, Berry, Tree, Spicy/Herbal, Peach, Lime, Tea, Pineapple, Minty, Mango, Orange, Butter, Citrus, Tobacco, Apple, Skunk, Plum, Blue Cheese, Fruit, Flowery, Vanilla, Sage, Mint, Chestnut, Blue","Sleepy, Uplifted, Euphoric, Giggly, Energetic","Dizzy, Paranoid, Dry Eyes, Anxious","Seizures, Fatigue, Depression, Pain, Headaches, Eye Pressure"
145,,"Fruit, Mint, Apple, Berry, Grapefruit, Pineapple, Pear, Tropical, Rose, Citrus, Spicy/Herbal, Tree, Flowery, Tobacco, Mango, Woody, Menthol, Pine, Ammonia, Sweet, Grape",,,Headaches
146,sativa,"Chemical, Cheese, Tropical, Sage, Mint, Skunk, Minty, Earthy, Pungent, Blue Cheese, Lemon, Chestnut, Citrus, Grapefruit, Coffee, Ammonia, Pine, Butter, Mango, Menthol, Spicy/Herbal, Sweet, Diesel, Blueberry, Blue, Plum, Lavender, Tree Fruit, Nutty, Tobacco","Tingly, Happy, Aroused, Euphoric, Energetic","Anxious, Dry Eyes","Headaches, Insomnia, Spasticity, Nausea"
147,,"Diesel, Apple, Orange, Tropical, Menthol, Blue Cheese, Blue, Tea, Butter, Cheese, Tree Fruit, Mint, Honey, Coffee, Blueberry, Spicy/Herbal, Lemon, Rose, Plum, Lavender, Fruit, Grape, Minty, Flowery, Peach, Sage, Pineapple, Earthy, Mango, Woody, Pine, Tobacco","Happy, Sleepy, Focused, Giggly, Uplifted, Energetic, Creative, Talkative","Dry Mouth, Paranoid, Dry Eyes","Depression, Pain, Lack of Appetite, Inflammation, Eye Pressure, Stress, Spasticity"
